Date de l'export,Code du département,Libellé du département,Code du canton,Libellé du canton,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau0,Nuance0,Binôme0,Sièges0,Voix0,% Voix/Ins0,% Voix/Exp0,N°Panneau1,Nuance1,Binôme1,Sièges1,Voix1,% Voix/Ins1,% Voix/Exp1,N°Panneau2,Nuance2,Binôme2,Sièges2,Voix2,% Voix/Ins2,% Voix/Exp2
30/03/2015 13:59,32,GERS,3,Astarac-Gimone,7092,2314,32.63,4778,67.37,217,3.06,4.54,129,1.82,2.7,4432,62.49,92.76,4,BC-SOC,Mme CASALÉ Françoise et M. SALERS Jean-Pierre,Elus,2537,35.77,57.24,5,BC-UD,M. DUPRAT Christian et Mme PEYRUSSE Anne-Aymone, ,1895,26.72,42.76,,,,,,,
30/03/2015 13:59,32,GERS,4,Auch-1,8177,3748,45.84,4429,54.16,251,3.07,5.67,225,2.75,5.08,3953,48.34,89.25,4,BC-SOC,Mme DEJEAN-DUPÈBE Chantal et M. LAPREBENDE Christian,Elus,2401,29.36,60.74,1,BC-DVD,M. BONNET Eric et Mme MIOTTI Rose-Marie, ,1552,18.98,39.26,,,,,,,
30/03/2015 13:59,32,GERS,5,Auch-2,7965,3575,44.88,4390,55.12,275,3.45,6.26,196,2.46,4.46,3919,49.2,89.27,5,BC-SOC,Mme LABEDAN Laurence et M. LARAN André,Elus,2222,27.9,56.7,4,BC-DVD,Mme LABEDAN Brigitte et M. TABARIN Pierre, ,1697,21.31,43.3,,,,,,,
30/03/2015 13:59,32,GERS,6,Auch-3,8040,4121,51.26,3919,48.74,222,2.76,5.66,170,2.11,4.34,3527,43.87,90,2,BC-SOC,M. BOURDIL Claude et Mme DASTE-LEPLUS Cathy,Elus,2140,26.62,60.67,1,BC-DVD,Mme GESTA Josette et M. STURMEL Roland, ,1387,17.25,39.33,,,,,,,
30/03/2015 13:59,32,GERS,7,Baïse-Armagnac,8927,3258,36.5,5669,63.5,156,1.75,2.75,108,1.21,1.91,5405,60.55,95.34,1,BC-SOC,Mme BIEMOURET Gisèle et M. MARTIN Philippe,Elus,2659,29.79,49.2,2,BC-UMP,Mme CAILLAVET Isabelle et M. SACRÉ Thierry, ,1596,17.88,29.53,4,BC-FN,Mme LABAT Sabine et M. MANSUY Gauthier, ,1150,12.88,21.28
30/03/2015 13:59,32,GERS,8,Fezensac,7055,2538,35.97,4517,64.03,274,3.88,6.07,173,2.45,3.83,4070,57.69,90.1,3,BC-DVG,M. CAHUZAC Philippe et Mme LASPORTES-SANCHEZ Sylvie, ,1421,20.14,34.91,4,BC-UMP,Mme DALLA-BARBA Marie-Martine et M. FRAIRET Robert,Elus,2649,37.55,65.09,,,,,,,
30/03/2015 13:59,32,GERS,9,Fleurance-Lomagne,10333,3931,38.04,6402,61.96,196,1.9,3.06,123,1.19,1.92,6083,58.87,95.02,3,BC-UG,Mme BOUÉ Charlette et M. GENDRE Bernard,Elus,3116,30.16,51.22,4,BC-DVD,M. BOBBATO Grégory et Mme COURNOT Catherine, ,1701,16.46,27.96,1,BC-FN,Mme BERNÈDE Nathalie et M. BUZET François, ,1266,12.25,20.81
30/03/2015 13:59,32,GERS,10,Gascogne-Auscitaine,7146,2829,39.59,4317,60.41,295,4.13,6.83,179,2.5,4.15,3843,53.78,89.02,4,BC-SOC,M. KSAZ Bernard et Mme TOISON Lydie,Elus,2219,31.05,57.74,1,BC-DVD,M. CAHUZAC Pierre et Mme DULHOSTE Christel, ,1624,22.73,42.26,,,,,,,
30/03/2015 13:59,32,GERS,11,Gimone-Arrats,10211,4228,41.41,5983,58.59,345,3.38,5.77,184,1.8,3.08,5454,53.41,91.16,4,BC-SOC,M. DUPOUY Philippe et Mme ROZIS LE BRETON Hélène,Elus,2934,28.73,53.8,1,BC-UC,M. SILHERES Jean-Luc et Mme VARIN Sylvie, ,2520,24.68,46.2,,,,,,,
30/03/2015 13:59,32,GERS,12,Grand-Bas-Armagnac,10087,3642,36.11,6445,63.89,339,3.36,5.26,184,1.82,2.85,5922,58.71,91.89,3,BC-SOC,Mme PASSARIEU Marie-Ange et M. PEYRET Christian, ,2799,27.75,47.26,2,BC-DVD,M. GOUANELLE Vincent et Mme TINTANÉ Isabelle,Elus,3123,30.96,52.74,,,,,,,
30/03/2015 13:59,32,GERS,13,L'Isle-Jourdain,9844,4454,45.25,5390,54.75,228,2.32,4.23,150,1.52,2.78,5012,50.91,92.99,4,BC-UG,Mme CLAIR Marie-Christine et M. PAUL Gérard, ,2438,24.77,48.64,3,BC-UMP,Mme DUCARROUGE Christine et M. LARROQUE Francis,Elus,2574,26.15,51.36,,,,,,,
30/03/2015 13:59,32,GERS,15,Mirande-Astarac,9647,3503,36.31,6144,63.69,214,2.22,3.48,95,0.98,1.55,5835,60.49,94.97,1,BC-UG,M. DUPOUEY Francis et Mme SALLES Céline,Elus,2997,31.07,51.36,2,BC-DVD,M. DARROUX Jean-François et Mme LARRIEU Muriel, ,1742,18.06,29.85,3,BC-FN,Mme CORNON Jacqueline et M. YELMA Jean-Luc, ,1096,11.36,18.78
30/03/2015 13:59,32,GERS,16,Pardiac-Rivière-Basse,7682,2586,33.66,5096,66.34,263,3.42,5.16,156,2.03,3.06,4677,60.88,91.78,1,BC-UG,Mme BARROUILLET Nathalie et M. CASTET Gérard,Elus,2530,32.93,54.09,2,BC-DVD,M. AUDIRAC Alain et Mme DENAT Marie-Noëlle, ,2147,27.95,45.91,,,,,,,
30/03/2015 13:59,32,GERS,17,Val-de-Save,8682,3083,35.51,5599,64.49,230,2.65,4.11,130,1.5,2.32,5239,60.34,93.57,2,BC-UG,M. COT Jean-Pierre et Mme RIBES Yvette,Elus,2668,30.73,50.93,3,BC-DVD,Mme BISOGNANI Marie-Christine et M. LARÉE Guy, ,2571,29.61,49.07,,,,,,,
30/03/2015 13:59,33,GIRONDE,1,Andernos-les-Bains,42112,21376,50.76,20736,49.24,1365,3.24,6.58,691,1.64,3.33,18680,44.36,90.08,4,BC-UG,M. LUSIGNAN Marc et Mme SOMBRUN Claire, ,6735,15.99,36.05,1,BC-UD,Mme LARRUE Marie et M. PERRIERE Jean-Guy,Elus,11945,28.36,63.95,,,,,,,
30/03/2015 13:59,33,GIRONDE,2,Bordeaux-1,22992,13466,58.57,9526,41.43,314,1.37,3.3,167,0.73,1.75,9045,39.34,94.95,3,BC-UG,Mme AZEVEDO Clara et M. ROUVEYRE Matthieu,Elus,4821,20.97,53.3,1,BC-UD,Mme CUNY Emmanuelle et M. ROBERT Fabien, ,4224,18.37,46.7,,,,,,,
30/03/2015 13:59,33,GIRONDE,3,Bordeaux-2,30431,16943,55.68,13488,44.32,566,1.86,4.2,272,0.89,2.02,12650,41.57,93.79,4,BC-SOC,M. BLANC Bernard et Mme HOLLEBECQUE Camille, ,4801,15.78,37.95,3,BC-UD,M. DAVID Jean-Louis et Mme DESSERTINE Laurence,Elus,7849,25.79,62.05,,,,,,,
30/03/2015 13:59,33,GIRONDE,5,Bordeaux-4,27992,16405,58.61,11587,41.39,608,2.17,5.25,248,0.89,2.14,10731,38.34,92.61,2,BC-SOC,M. DORTHE Philippe et Mme GUILLEMOT Corinne,Elus,5404,19.31,50.36,4,BC-UD,Mme CAZALET Anne-Marie et M. DAVID Yohan, ,5327,19.03,49.64,,,,,,,
30/03/2015 13:59,33,GIRONDE,6,Bordeaux-5,26324,15223,57.83,11101,42.17,582,2.21,5.24,240,0.91,2.16,10279,39.05,92.6,6,BC-SOC,Mme AJON Emmanuelle et M. RESPAUD Jacques,Elus,6147,23.35,59.8,2,BC-UD,Mme MIGLIORE Cécile et M. SIRI Jérôme, ,4132,15.7,40.2,,,,,,,
30/03/2015 13:59,33,GIRONDE,7,Le Bouscat,27762,15129,54.5,12633,45.5,547,1.97,4.33,282,1.02,2.23,11804,42.52,93.44,3,BC-UG,M. BOURROUILH-PARÈGE Guillaume et Mme POUGET-ROCHARD Anne-Céline, ,4611,16.61,39.06,4,BC-UD,Mme DUMAS Fabienne et M. VINCENT Dominique,Elus,7193,25.91,60.94,,,,,,,
30/03/2015 13:59,33,GIRONDE,8,La Brède,30428,15388,50.57,15040,49.43,823,2.7,5.47,448,1.47,2.98,13769,45.25,91.55,2,BC-SOC,M. FATH Bernard et Mme MARTINEZ Corinne,Elus,7663,25.18,55.65,4,BC-UD,Mme CANADA Béatrice et M. GAZEAU Francis, ,6106,20.07,44.35,,,,,,,
30/03/2015 13:59,33,GIRONDE,9,Cenon,26785,15401,57.5,11384,42.5,739,2.76,6.49,365,1.36,3.21,10280,38.38,90.3,3,BC-SOC,M. DAVID Alain et Mme LACUEY Nathalie,Elus,7005,26.15,68.14,1,BC-FN,M. HADON Serge et Mme LION Soizic, ,3275,12.23,31.86,,,,,,,
30/03/2015 13:59,33,GIRONDE,10,Les Coteaux de Dordogne,26723,11088,41.49,15635,58.51,415,1.55,2.65,141,0.53,0.9,15079,56.43,96.44,3,BC-SOC,M. MARTY Guy et Mme SALLETTE Marie Emilie, ,5369,20.09,35.61,2,BC-UD,M. BREILLAT Jacques et Mme POIVERT Liliane,Elus,5725,21.42,37.97,1,BC-FN,Mme FRANZATO Audrey et M. LASJUNIES Michaël, ,3985,14.91,26.43
30/03/2015 13:59,33,GIRONDE,11,Créon,34036,16940,49.77,17096,50.23,1082,3.18,6.33,463,1.36,2.71,15551,45.69,90.96,1,BC-UG,M. DARMIAN Jean-Marie et Mme FABRE-NADLER Anne-Laure,Elus,8669,25.47,55.75,2,BC-UD,M. BEX Thomas et Mme DUPUY Sylvie-Marie, ,6882,20.22,44.25,,,,,,,
30/03/2015 13:59,33,GIRONDE,12,L'Entre-Deux-Mers,25738,11239,43.67,14499,56.33,465,1.81,3.21,206,0.8,1.42,13828,53.73,95.37,2,BC-UG,Mme AGULLANA Marie-Claude et M. MORENO Guy,Elus,5684,22.08,41.11,1,BC-UD,Mme LASSARADE Florence et M. LATASTE Frédéric, ,4761,18.5,34.43,3,BC-FN,Mme LELIEVRE Agnès et M. SAVARY Robert, ,3383,13.14,24.46
30/03/2015 13:59,33,GIRONDE,13,L'Estuaire,29954,13416,44.79,16538,55.21,458,1.53,2.77,227,0.76,1.37,15853,52.92,95.86,3,BC-UG,M. BOURNAZEAU Bernard et Mme JUNIN Nathalie, ,5187,17.32,32.72,1,BC-UD,Mme DUCOUT Valérie et M. LORIAUD Xavier,Elus,5931,19.8,37.41,4,BC-FN,Mme BARTHE Martine et M. DINET Pierre, ,4735,15.81,29.87
30/03/2015 13:59,33,GIRONDE,14,Gujan-Mestras,30049,14171,47.16,15878,52.84,370,1.23,2.33,160,0.53,1.01,15348,51.08,96.66,4,BC-UG,M. BAUDY Serge et Mme DESMOULIN Karine, ,5224,17.38,34.04,1,BC-UD,M. CHAUVET Jacques et Mme VEILLARD Carole,Elus,6672,22.2,43.47,3,BC-FN,M. MARCHADIER Daniel et Mme ZAPATA Annie, ,3452,11.49,22.49
30/03/2015 13:59,33,GIRONDE,15,Les Landes des Graves,30590,14231,46.52,16359,53.48,527,1.72,3.22,204,0.67,1.25,15628,51.09,95.53,2,BC-UG,M. GILLÉ Hervé et Mme PIQUEMAL Sophie,Elus,6426,21.01,41.12,1,BC-UD,M. CLAVIER Dominique et Mme DORNON Christiane, ,4798,15.68,30.7,4,BC-FN,Mme DIAZ Edwige et M. SAUNIER Jean-Claude, ,4404,14.4,28.18
30/03/2015 13:59,33,GIRONDE,16,Le Libournais-Fronsadais,36519,16873,46.2,19646,53.8,530,1.45,2.7,257,0.7,1.31,18859,51.64,95.99,5,BC-SOC,M. GALAND Jean et Mme HARDY Isabelle,Elus,7407,20.28,39.28,4,BC-UD,M. GUYOT Rodolphe et Mme ROUX Anne-Marie, ,5958,16.31,31.59,1,BC-FN,M. MALHERBE Gonzague et Mme ROYAL Anne-Christine, ,5494,15.04,29.13
30/03/2015 13:59,33,GIRONDE,17,Lormont,25017,13347,53.35,11670,46.65,710,2.84,6.08,258,1.03,2.21,10702,42.78,91.71,1,BC-SOC,Mme FARCY Marie Jeanne et M. TOUZEAU Jean,Elus,7059,28.22,65.96,4,BC-FN,Mme FILLION Claudine et M. RONZETTI Ange, ,3643,14.56,34.04,,,,,,,
30/03/2015 13:59,33,GIRONDE,18,Mérignac-1,32069,17450,54.41,14619,45.59,805,2.51,5.51,423,1.32,2.89,13391,41.76,91.6,3,BC-UG,M. CHARRIER Alain et Mme GUERE Carole,Elus,7135,22.25,53.28,4,BC-UD,M. MEYRE Jean-Marc et Mme PEYRÉ Christine, ,6256,19.51,46.72,,,,,,,
30/03/2015 13:59,33,GIRONDE,19,Mérignac-2,31957,17532,54.86,14425,45.14,765,2.39,5.3,378,1.18,2.62,13282,41.56,92.08,6,BC-UG,M. ARFEUILLE Arnaud et Mme SAINT MARC Cécile,Elus,7009,21.93,52.77,1,BC-UD,M. COCUELLE Rémi et Mme FUMAT Denise, ,6273,19.63,47.23,,,,,,,
30/03/2015 13:59,33,GIRONDE,20,Le Nord-Gironde,32842,16053,48.88,16789,51.12,1145,3.49,6.82,432,1.32,2.57,15212,46.32,90.61,1,BC-SOC,Mme MONSEIGNE Célia et M. RENARD Alain,Elus,8371,25.49,55.03,2,BC-FN,M. GUIBERT Olivier et Mme PETIT Elisabeth, ,6841,20.83,44.97,,,,,,,
30/03/2015 13:59,33,GIRONDE,21,Le Nord-Libournais,34167,14955,43.77,19212,56.23,451,1.32,2.35,269,0.79,1.4,18492,54.12,96.25,3,BC-SOC,Mme LACOSTE Michelle et M. MAROIS Alain,Elus,6641,19.44,35.91,2,BC-UD,M. ABANADES Jean-Claude et Mme DUGOURD Chantal, ,5958,17.44,32.22,1,BC-FN,M. BOSJEAN Bernard et Mme ROBIN Monique, ,5893,17.25,31.87
30/03/2015 13:59,33,GIRONDE,22,Le Nord-Médoc,30641,13855,45.22,16786,54.78,1010,3.3,6.02,509,1.66,3.03,15267,49.83,90.95,7,BC-UG,M. GUIRAUD Bernard et Mme SAINTOUT Michelle, ,7560,24.67,49.52,2,BC-FN,Mme COLEMYN Sonia et M. DE FOURNAS Grégoire,Elus,7707,25.15,50.48,,,,,,,
30/03/2015 13:59,33,GIRONDE,23,Pessac-1,39989,19785,49.48,20204,50.52,892,2.23,4.41,504,1.26,2.49,18808,47.03,93.09,1,BC-SOC,M. DUCOUT Pierre et Mme MONCOUCUT Edith,Elus,11449,28.63,60.87,3,BC-UD,Mme DI CAMILLO Aurélie et M. RAUTUREAU Benoît, ,7359,18.4,39.13,,,,,,,
30/03/2015 13:59,33,GIRONDE,24,Pessac-2,34542,17815,51.57,16727,48.43,730,2.11,4.36,398,1.15,2.38,15599,45.16,93.26,1,BC-UG,Mme CURVALE Laure et M. SAINT-PASTEUR Sébastien,Elus,7934,22.97,50.86,2,BC-UD,M. LEROY Fabien et Mme ROUX-LABAT Karine, ,7665,22.19,49.14,,,,,,,
30/03/2015 13:59,33,GIRONDE,25,Les Portes du Médoc,38303,20392,53.24,17911,46.76,947,2.47,5.29,511,1.33,2.85,16453,42.95,91.86,4,BC-UG,Mme BOST Christine et M. SAUBUSSE Stéphane,Elus,9098,23.75,55.3,1,BC-UD,M. FRANÇOIS Marc et Mme MAURY Roxane, ,7355,19.2,44.7,,,,,,,
30/03/2015 13:59,33,GIRONDE,26,La Presqu'île,33855,17909,52.9,15946,47.1,1059,3.13,6.64,543,1.6,3.41,14344,42.37,89.95,1,BC-UG,Mme BEDU Anne-Laure et M. GARRIGUE Philippe, ,6951,20.53,48.46,3,BC-DVD,Mme DROUHAUT Valérie et M. LAPORTE Hubert,Elus,7393,21.84,51.54,,,,,,,
30/03/2015 13:59,33,GIRONDE,27,Le Réolais et Les Bastides,32026,12315,38.45,19711,61.55,568,1.77,2.88,279,0.87,1.42,18864,58.9,95.7,3,BC-SOC,M. CASTAGNET Bernard et Mme GUIONIE Christelle,Elus,7443,23.24,39.46,2,BC-UD,M. D'AMECOURT Yves et Mme SELLIER Sophie, ,7198,22.48,38.16,4,BC-FN,Mme CHADOURNE Sandrine et M. DUVAL CAMPANA Patrick, ,4223,13.19,22.39
30/03/2015 13:59,33,GIRONDE,28,Saint-Médard-en-Jalles,33924,15736,46.39,18188,53.61,871,2.57,4.79,427,1.26,2.35,16890,49.79,92.86,3,BC-SOC,M. TRICHARD Jean-Luc et Mme TROUILLET Stephan, ,6793,20.02,40.22,5,BC-UD,M. MANGON Jacques et Mme VERSEPUY Agnès,Elus,10097,29.76,59.78,,,,,,,
30/03/2015 13:59,33,GIRONDE,29,Le Sud-Gironde,27606,12029,43.57,15577,56.43,951,3.44,6.11,622,2.25,3.99,14004,50.73,89.9,1,BC-SOC,Mme DEXPERT Isabelle et M. GLEYZE Jean-Luc,Elus,8417,30.49,60.1,2,BC-UD,M. BAILLE Jean-Pierre et Mme LATOURNERIE Marie-Angélique, ,5587,20.24,39.9,,,,,,,
30/03/2015 13:59,33,GIRONDE,30,Le Sud-Médoc,36327,16658,45.86,19669,54.14,494,1.36,2.51,211,0.58,1.07,18964,52.2,96.42,2,BC-SOC,M. FEDIEU Dominique et Mme GOT Pascale,Elus,7402,20.38,39.03,1,BC-UD,Mme FISCHER Jeany et M. PEYRONDET Laurent, ,6860,18.88,36.17,3,BC-FN,M. GIANNELLI Bénito et Mme VIGATO Nataly, ,4702,12.94,24.79
30/03/2015 13:59,33,GIRONDE,31,Talence,26177,13854,52.92,12323,47.08,580,2.22,4.71,297,1.13,2.41,11446,43.73,92.88,1,BC-SOC,M. DELLU Arnaud et Mme GRESLARD NÉDÉLEC Denise,Elus,6169,23.57,53.9,5,BC-UD,M. CAZABONNE Alain et Mme IRIART Dominique, ,5277,20.16,46.1,,,,,,,
30/03/2015 13:59,33,GIRONDE,32,La Teste-de-Buch,30374,15641,51.49,14733,48.51,1070,3.52,7.26,538,1.77,3.65,13125,43.21,89.09,1,BC-UD,M. EROLES Jean-Jacques et Mme MAUPILÉ Yvette,Elus,9500,31.28,72.38,3,BC-FN,Mme CROIZIER Lydie et M. LAMARA Laurent, ,3625,11.93,27.62,,,,,,,
30/03/2015 13:59,33,GIRONDE,33,Villenave-d'Ornon,34023,18994,55.83,15029,44.17,898,2.64,5.98,538,1.58,3.58,13593,39.95,90.45,5,BC-UG,Mme JARDINÉ Martine et M. RAYNAUD Jacques,Elus,8236,24.21,60.59,3,BC-UD,M. KLEINHENTZ Marc et Mme MATHA-STEPANI Françoise, ,5357,15.75,39.41,,,,,,,
30/03/2015 13:59,34,HERAULT,1,Agde,39214,16992,43.33,22222,56.67,1400,3.57,6.3,723,1.84,3.25,20099,51.25,90.45,3,BC-UD,Mme FABRE DE ROUSSAC Marie-Christine et M. FREY Sébastien,Elus,11008,28.07,54.77,2,BC-FN,Mme BERGER-GALZY Stéphanie et M. TOSELLO-PACE Philippe, ,9091,23.18,45.23,,,,,,,
30/03/2015 13:59,34,HERAULT,2,Béziers-1,29230,13358,45.7,15872,54.3,1030,3.52,6.49,381,1.3,2.4,14461,49.47,91.11,5,BC-SOC,M. DU PLAA Jean-Michel et Mme PESTEIL Roselyne, ,6565,22.46,45.4,1,BC-FN,M. BEC Henri et Mme DES GARETS Isabelle,Elus,7896,27.01,54.6,,,,,,,
30/03/2015 13:59,34,HERAULT,3,Béziers-2,24496,12533,51.16,11963,48.84,827,3.38,6.91,339,1.38,2.83,10797,44.08,90.25,3,BC-UD,Mme CHIFFRE-ABIAD Muriel et M. SUERE Michel, ,4951,20.21,45.86,7,BC-FN,Mme CAMOUS Marie-Emmanuelle et M. CORBIÈRE Jean-François,Elus,5846,23.87,54.14,,,,,,,
30/03/2015 13:59,34,HERAULT,4,Béziers-3,30625,14643,47.81,15982,52.19,1254,4.09,7.85,445,1.45,2.78,14283,46.64,89.37,5,BC-UG,Mme LANGIN Fabienne et M. ZEMMOUR Claude, ,5831,19.04,40.82,3,BC-FN,M. MANOGIL Franck et Mme ZENON Nicole,Elus,8452,27.6,59.18,,,,,,,
30/03/2015 13:59,34,HERAULT,5,Cazouls-lès-Béziers,29528,11731,39.73,17797,60.27,1046,3.54,5.88,464,1.57,2.61,16287,55.16,91.52,1,BC-SOC,Mme REBOUL Catherine et M. VIDAL Philippe,Elus,8165,27.65,50.13,5,BC-FN,Mme AUBERT Marie-Christine et M. LEROGNON Bruno, ,8122,27.51,49.87,,,,,,,
30/03/2015 13:59,34,HERAULT,6,Clermont-l'Hérault,32498,14137,43.5,18361,56.5,1131,3.48,6.16,521,1.6,2.84,16709,51.42,91,1,BC-SOC,M. FALIP Jean-Luc et Mme PASSIEUX Marie,Elus,9908,30.49,59.3,2,BC-FN,M. GESP Alexandre et Mme REYNES Jacqueline, ,6801,20.93,40.7,,,,,,,
30/03/2015 13:59,34,HERAULT,7,Le Crès,32545,13818,42.46,18727,57.54,449,1.38,2.4,245,0.75,1.31,18033,55.41,96.29,2,BC-SOC,M. PELLET Yvon et Mme VASSAS MEJRI Claudine,Elus,7835,24.07,43.45,4,BC-UMP,Mme DESTAILLATS Aline et M. DUDIEUZERE Christophe, ,4980,15.3,27.62,1,BC-FN,Mme TROISE Lauriane et M. VINCENT Stéphane, ,5218,16.03,28.94
30/03/2015 13:59,34,HERAULT,8,Frontignan,35503,15166,42.72,20337,57.28,903,2.54,4.44,525,1.48,2.58,18909,53.26,92.98,4,BC-SOC,M. BOULDOIRE Pierre et Mme PRADELLE Sylvie,Elus,9795,27.59,51.8,2,BC-FN,M. BRIAND Frédéric et Mme LEITAO Paula, ,9114,25.67,48.2,,,,,,,
30/03/2015 13:59,34,HERAULT,9,Gignac,27646,12043,43.56,15603,56.44,899,3.25,5.76,363,1.31,2.33,14341,51.87,91.91,2,BC-DVG,Mme MORERE Nicole et M. VILLARET Louis,Elus,8836,31.96,61.61,1,BC-FN,Mme GUIGNARD Monique et M. PESCHER Alexis, ,5505,19.91,38.39,,,,,,,
30/03/2015 13:59,34,HERAULT,10,Lattes,36878,16197,43.92,20681,56.08,435,1.18,2.1,189,0.51,0.91,20057,54.39,96.98,1,BC-DVG,M. MEUNIER Cyril et Mme WEBER Patricia,Elus,7230,19.61,36.05,5,BC-UD,Mme GUIRAUD Isabelle et M. RICO Jean-Pierre, ,6897,18.7,34.39,3,BC-FN,M. CLAUSIER Christian et Mme GIL Sylviane, ,5930,16.08,29.57
30/03/2015 13:59,34,HERAULT,11,Lodève,27313,11090,40.6,16223,59.4,1103,4.04,6.8,479,1.75,2.95,14641,53.6,90.25,4,BC-SOC,Mme BOUSQUET Marie-Christine et M. RIGAUD Jacques,Elus,8913,32.63,60.88,1,BC-FN,M. MAURIN Gérard et Mme RECHER Sophie Marie, ,5728,20.97,39.12,,,,,,,
30/03/2015 13:59,34,HERAULT,12,Lunel,34362,15467,45.01,18895,54.99,1093,3.18,5.78,556,1.62,2.94,17246,50.19,91.27,3,BC-SOC,M. BARRAL Claude et Mme VIGNON Bernadette,Elus,8679,25.26,50.32,2,BC-FN,Mme MINA Nicole et M. VOUZELLAUD Guillaume, ,8567,24.93,49.68,,,,,,,
30/03/2015 13:59,34,HERAULT,13,Mauguio,37552,16670,44.39,20882,55.61,1542,4.11,7.38,556,1.48,2.66,18784,50.02,89.95,2,BC-UMP,M. BONNEFOUX Brice et Mme BRUGUIERE Marie-Thérèse,Elus,10850,28.89,57.76,5,BC-FN,Mme MULLER Agnès et M. TRANCHAT Pierre-Roland, ,7934,21.13,42.24,,,,,,,
30/03/2015 13:59,34,HERAULT,14,Mèze,30565,13337,43.63,17228,56.37,679,2.22,3.94,335,1.1,1.94,16214,53.05,94.11,4,BC-DVG,Mme IMBERT Audrey et M. MORGO Christophe,Elus,9817,32.12,60.55,5,BC-FN,Mme MOUGIN Liliane et M. PATUREL Jean-Paul, ,6397,20.93,39.45,,,,,,,
30/03/2015 13:59,34,HERAULT,15,Montpellier-1,25812,14283,55.33,11529,44.67,721,2.79,6.25,286,1.11,2.48,10522,40.76,91.27,1,BC-DVG,M. EL KANDOUSSI Abdi et Mme LÉVY-RAMEAU Chantal,Elus,7389,28.63,70.22,4,BC-FN,M. BENEZETH Kévin et Mme GAZU Josette, ,3133,12.14,29.78,,,,,,,
30/03/2015 13:59,34,HERAULT,16,Montpellier-2,19343,11038,57.06,8305,42.94,508,2.63,6.12,221,1.14,2.66,7576,39.17,91.22,5,BC-SOC,M. DELAFOSSE Michaël et Mme HENRY Gabrielle,Elus,4467,23.09,58.96,1,BC-UD,M. FRANCALANCI Gérard et Mme GUETRON-GOUAZÉ Françoise, ,3109,16.07,41.04,,,,,,,
30/03/2015 13:59,34,HERAULT,17,Montpellier-3,28475,15056,52.87,13419,47.13,837,2.94,6.24,305,1.07,2.27,12277,43.12,91.49,3,BC-DVG,Mme DRAY-FITOUSSI Michèle et M. TORTORICI Sauveur,Elus,9062,31.82,73.81,4,BC-FN,M. BENGLIA Jean-Paul et Mme GOELLER Jocelyne, ,3215,11.29,26.19,,,,,,,
30/03/2015 13:59,34,HERAULT,18,Montpellier-4,34095,17257,50.61,16838,49.39,914,2.68,5.43,402,1.18,2.39,15522,45.53,92.18,6,BC-DVG,Mme MIRALLES Patricia et M. SOREZ Philippe,Elus,10284,30.16,66.25,2,BC-FN,M. BOSCH Cédrick et Mme LLEDO Audrey, ,5238,15.36,33.75,,,,,,,
30/03/2015 13:59,34,HERAULT,19,Montpellier-5,29555,16081,54.41,13474,45.59,934,3.16,6.93,302,1.02,2.24,12238,41.41,90.83,3,BC-DVG,Mme BODKIN Maud et M. MALEK Jérémie,Elus,9110,30.82,74.44,1,BC-FN,M. GAUBERT François et Mme HOLLENDER Geneviève, ,3128,10.58,25.56,,,,,,,
30/03/2015 13:59,34,HERAULT,20,Montpellier - Castelnau-le-Lez,38536,18881,49,19655,51,1015,2.63,5.16,458,1.19,2.33,18182,47.18,92.51,3,BC-SOC,M. CALVAT Renaud et Mme NURIT Dominique,Elus,9195,23.86,50.57,4,BC-UMP,Mme COOPER-CAZABAN Francine et M. LAFFORGUE Frédéric, ,8987,23.32,49.43,,,,,,,
30/03/2015 13:59,34,HERAULT,21,Pézenas,26085,9930,38.07,16155,61.93,453,1.74,2.8,288,1.1,1.78,15414,59.09,95.41,4,BC-SOC,Mme GARCIN SAUDO Julie et M. GAUDY Vincent,Elus,5938,22.76,38.52,5,BC-UD,M. DUFFOUR Gérard et Mme SANCHEZ-D'ETTORE Géraldine, ,4284,16.42,27.79,3,BC-FN,M. ARNAL Vincent et Mme DESPOTS Patricia, ,5192,19.9,33.68
30/03/2015 13:59,34,HERAULT,22,Pignan,31162,14661,47.05,16501,52.95,1414,4.54,8.57,591,1.9,3.58,14496,46.52,87.85,4,BC-UMP,Mme AMIEL Anne et M. MARTINIER Jacques,Elus,8609,27.63,59.39,3,BC-FN,Mme ORTEGA Colette et M. PITHON Laurent, ,5887,18.89,40.61,,,,,,,
30/03/2015 13:59,34,HERAULT,23,Saint-Gély-du-Fesc,33705,14873,44.13,18832,55.87,898,2.66,4.77,494,1.47,2.62,17440,51.74,92.61,3,BC-VEC,M. DUPRAZ Christian et Mme OLLIER Clothilde, ,8585,25.47,49.23,6,BC-UMP,Mme CRISTOL Laurence et M. FABRE Guillaume,Elus,8855,26.27,50.77,,,,,,,
30/03/2015 13:59,34,HERAULT,24,Saint-Pons-de-Thomières,26404,10217,38.69,16187,61.31,1148,4.35,7.09,584,2.21,3.61,14455,54.75,89.3,1,BC-SOC,M. MESQUIDA Kléber et Mme PONS Marie Pierre,Elus,8563,32.43,59.24,3,BC-FN,M. DELMOTTE Jean-Marie et Mme TERRAL Christel, ,5892,22.31,40.76,,,,,,,
